Product ID,Product Name (Korean),Product Name (English),Part Number,Price (KRW),Price (EUR with 50% markup),Manufacturer,Category,Category (English),Image Filenames
7650,"[중고] 1축 엑츄에이터 스트로크 1,100mm 리드 20mm  ACTUATOR 엑츄에이터 자작 DIY CNC부품 3D프린터 제작 자동화 부품","[Used] 1-axis actuator stroke 1,100mm lead 20mm ACTUATOR actuator self-made DIY CNC parts 3D printer production automation parts","1,100mm",385000,351.7,,Cartesian robot/actuator,,7650_1.jpg; 7650_1.jpg; 7650_3.jpg; 7650_1.jpg; 7650_1.jpg; 7650_6.jpg; 7650_7.jpg; 7650_8.jpg; 7650_9.jpg; 7650_10.jpg; 7650_11.jpg; 7650_12.jpg; 7650_13.jpg; 7650_14.jpg; 5274_17.jpg; 7634_23.jpg; 7650_17.jpg; 5274_9.jpg; 5274_24.jpg; 7215_17.jpg; 5274_15.jpg; 7650_22.jpg; 7650_23.jpg; 7650_24.jpg; 7215_25.jpg; 7215_18.jpg; 7650_1.jpg; 7650_3.jpg; 7215_26.jpg; 7104_21.jpg; 7874_24.jpg; 7151_12.jpg; 7874_26.jpg; 6627_20.jpg; 7354_24.jpg; 7354_25.jpg; 7366_23.jpg; 7734_9.jpg
5196,[중고] Dunkermotoren GR53X30 24V,[Used] Dunkermotoren GR53X30 24V,GR53X30,55000,50.24,,AC motor/geared motor/DC motor,,5196_1.jpg; 5196_1.jpg; 5196_3.jpg; 5196_1.jpg; 5196_1.jpg; 5196_6.jpg; 5196_7.jpg; 5196_8.jpg; 5196_9.jpg; 5196_10.jpg; 5196_11.jpg; 5196_12.jpg; 5196_13.jpg; 5196_12.jpg; 5196_15.jpg; 5196_16.jpg; 5196_1.jpg; 5196_3.jpg; 5196_19.jpg; 7215_26.jpg; 7104_21.jpg; 7874_24.jpg; 7151_12.jpg; 7874_26.jpg; 6627_20.jpg; 7354_24.jpg; 7354_25.jpg; 7366_23.jpg
7560,[중고] MKS 141A-22786 1 Torr,[Used] MKS 141A-22786 1 Torr,141A-22786,110000,100.48,MKS,vacuum gauge,,7560_1.jpg; 7560_1.jpg; 7560_3.jpg; 7560_1.jpg; 7560_1.jpg; 7560_6.jpg; 7561_19.jpg; 7585_11.jpg; 7561_23.jpg; 7561_8.jpg; 7465_13.jpg; 7465_8.jpg; 7561_9.jpg; 7585_10.jpg; 7561_11.jpg; 7561_14.jpg; 7561_15.jpg; 7142_20.jpg; 7561_10.jpg; 7465_17.jpg; 7560_1.jpg; 7560_3.jpg; 7561_16.jpg; 5196_19.jpg; 7215_26.jpg; 7104_21.jpg; 7874_24.jpg; 7151_12.jpg; 7874_26.jpg; 6627_20.jpg; 7354_24.jpg; 7354_25.jpg
3105,[미사용] EF-8 성일 HNC 대성정밀 볼스크류고정 볼스크류서포트유니트 SUPPORTUNIT BALLSCREW 자동화부품 자동화 기계,[Unused] EF-8 Seongil HNC Daesung Precision Ball Screw Fixing Ball Screw Support Unit SUPPORTUNIT BALLSCREW Automation Parts Automation Machine,EF-8,9900,9.04,,Ball screw/spline (SPLINE),,3105_1.jpg; 3105_1.jpg; 3105_3.jpg; 3105_1.jpg; 3105_1.jpg; 3105_6.jpg; 2894_7.jpg; 2894_15.jpg; 2894_13.jpg; 2894_19.jpg; 2894_12.jpg; 2894_11.jpg; 2894_8.jpg; 2894_10.jpg; 2894_14.jpg; 2894_16.jpg; 3105_1.jpg; 3105_3.jpg; 2894_9.jpg; 7561_16.jpg; 5196_19.jpg; 7215_26.jpg; 7104_21.jpg; 7874_24.jpg; 7151_12.jpg; 7874_26.jpg; 6627_20.jpg; 7354_24.jpg
8021,[중고] 3G3MV-A2002 (1/2마력) OMRON,[Used] 3G3MV-A2002 (1/2 horsepower) OMRON,3G3MV-A2002,44000,40.19,OMRON,INVERTER,,8021_1.jpg; 8021_1.jpg; 8021_3.jpg; 8021_1.jpg; 8021_1.jpg; 8021_6.jpg; 8021_7.jpg; 8021_8.jpg; 8021_1.jpg; 8021_3.jpg; 8021_11.jpg; 2894_9.jpg; 7561_16.jpg; 5196_19.jpg; 7215_26.jpg; 7104_21.jpg; 7874_24.jpg; 7151_12.jpg; 7874_26.jpg; 6627_20.jpg
8073,[중고] GRANVILLE-PHILPS 275Mini-Convectron 20275-498 20275-499 20275991,[Used] GRANVILLE-PHILPS 275Mini-Convectron 20275-498 20275-499 20275991,275Mini-Convectron,165000,150.73,,vacuum gauge,,8073_1.jpg; 8073_1.jpg; 8073_3.jpg; 8073_1.jpg; 8073_1.jpg; 8073_6.jpg; 8073_7.jpg; 8073_8.jpg; 8073_9.jpg; 8073_10.jpg; 8073_11.jpg; 8073_12.jpg; 8073_13.jpg; 8073_14.jpg; 8073_15.jpg; 8073_16.jpg; 8073_17.jpg; 8073_18.jpg; 8073_19.jpg; 8073_20.jpg; 8073_1.jpg; 8073_3.jpg; 5599_27.jpg; 8021_11.jpg; 2894_9.jpg; 7561_16.jpg; 5196_19.jpg; 7215_26.jpg; 7104_21.jpg; 7874_24.jpg; 7151_12.jpg; 7874_26.jpg
8036,[중고] KEYENCE FS-V11 화이버센서 FIBER 화이바센서 앰프,[Used] KEYENCE FS-V11 Fiber Sensor FIBER Fiber Sensor Amplifier,FS-V11,55000,50.24,,Sensors / various cables,,8036_1.jpg; 8036_1.jpg; 8036_3.jpg; 8036_1.jpg; 8036_1.jpg; 8036_6.jpg; 8036_7.jpg; 8036_8.jpg; 8036_9.jpg; 8036_10.jpg; 8036_11.jpg; 5991_18.jpg; 5159_17.jpg; 5609_18.jpg; 5609_9.jpg; 5609_12.jpg; 5609_19.jpg; 8036_18.jpg; 5991_13.jpg; 5163_13.jpg; 5163_23.jpg; 7354_25.jpg; 8036_23.jpg; 8036_24.jpg; 8036_1.jpg; 8036_3.jpg; 5163_14.jpg; 5599_27.jpg; 8021_11.jpg; 2894_9.jpg; 7561_16.jpg; 5196_19.jpg; 7215_26.jpg; 7104_21.jpg; 7874_24.jpg; 7151_12.jpg
5599,[중고] SR253-2P-N-11515100 SHIMADEN 온도콘트롤러 온도컨트롤러 디지털 인디케이터 인디케이터 indicator,[Used] SR253-2P-N-11515100 SHIMADEN temperature controller temperature controller digital indicator indicator indicator,SR253-2P-N-11515100,110000,100.48,,Temperature controller/indicator,,5599_1.jpg; 5599_1.jpg; 5599_3.jpg; 5599_1.jpg; 5599_1.jpg; 5599_6.jpg; 5599_7.jpg; 5599_8.jpg; 5599_9.jpg; 5694_17.jpg; 5599_11.jpg; 6804_13.jpg; 5599_13.jpg; 6804_7.jpg; 7474_12.jpg; 7474_11.jpg; 5599_17.jpg; 5599_18.jpg; 7366_8.jpg; 5694_14.jpg; 5599_21.jpg; 5599_22.jpg; 5599_1.jpg; 5599_3.jpg; 5694_18.jpg; 5163_14.jpg; 5599_27.jpg; 8021_11.jpg; 2894_9.jpg; 7561_16.jpg; 5196_19.jpg; 7215_26.jpg; 7104_21.jpg; 7874_24.jpg
853,[중고] NSK (105/50mm) 볼스크류 볼나사 Ballscrew TM스크류 베어링 삼익THK 자동화부품 조각기 3D프린터 제작부품 자작 DIY,[Used] NSK (105/50mm) Ball Screw Ball Screw Ballscrew TM Screw Bearing Samick THK Automation Parts Engraver 3D Printer Manufacturing Parts DIY,105/50mm,11000,10.05,THK,Ball screw/spline (SPLINE),,853_1.jpg; 853_1.jpg; 853_3.jpg; 853_1.jpg; 853_1.jpg; 853_6.jpg; 853_7.jpg; 853_8.jpg; 853_9.jpg; 853_10.jpg; 6012_20.jpg; 6012_12.jpg; 853_13.jpg; 6012_19.jpg; 6012_15.jpg; 6012_9.jpg; 6012_16.jpg; 6012_7.jpg; 6012_8.jpg; 6012_11.jpg; 853_21.jpg; 853_22.jpg; 6012_23.jpg; 853_1.jpg; 853_3.jpg; 853_26.jpg; 5163_14.jpg; 5599_27.jpg; 8021_11.jpg; 2894_9.jpg; 7561_16.jpg; 5196_19.jpg; 7215_26.jpg; 7104_21.jpg; 7874_24.jpg
5594,[중고] COHERENT AVIA355-14 LASER 석정반,[Used] COHERENT AVIA355-14 LASER stone granite,AVIA355-14,8800000,8038.8,,Industrial Cameras/Lens/Lighting,,5594_1.jpg; 5594_1.jpg; 5594_3.jpg; 5594_1.jpg; 5594_5.jpg; 7298_10.jpg; 7298_7.jpg; 5594_1.jpg; 5594_3.jpg; 7298_6.jpg; 853_26.jpg; 5163_14.jpg; 5599_27.jpg; 8021_11.jpg; 2894_9.jpg; 7561_16.jpg; 5196_19.jpg; 7215_26.jpg; 7104_21.jpg
7950,"[중고] HORIBA STEC SEC-F750 Series SEC-F750M B1 ClF3,NF3,N2 MFC","[Used] HORIBA STEC SEC-F750 Series SEC-F750M B1 ClF3,NF3,N2 MFC",SEC-F750,110000,100.48,,MFC/MFM,,7950_1.jpg; 7950_1.jpg; 7950_3.jpg; 7950_1.jpg; 7950_5.jpg; 7950_6.jpg; 7950_7.jpg; 7950_8.jpg; 7950_7.jpg; 7950_10.jpg; 7950_11.jpg; 7950_7.jpg; 7950_13.jpg; 7950_14.jpg; 7950_6.jpg; 7950_7.jpg; 7950_17.jpg; 7950_7.jpg; 7950_1.jpg; 7950_3.jpg; 7950_21.jpg; 853_26.jpg; 5163_14.jpg; 5599_27.jpg; 8021_11.jpg; 2894_9.jpg; 7561_16.jpg; 5196_19.jpg; 7215_26.jpg; 7104_21.jpg
7498,[중고] GRANVILLE-PHILPS 275Mini-Convectron 275546-EU,[Used] GRANVILLE-PHILPS 275Mini-Convectron 275546-EU,275Mini-Convectron,165000,150.73,,vacuum gauge,,7498_1.jpg; 7498_1.jpg; 7498_3.jpg; 7498_1.jpg; 7498_1.jpg; 7498_6.jpg; 8073_18.jpg; 7498_8.jpg; 8073_11.jpg; 8073_16.jpg; 7498_11.jpg; 8073_8.jpg; 8073_20.jpg; 7498_14.jpg; 7498_15.jpg; 8073_8.jpg; 7498_17.jpg; 8073_13.jpg; 8073_10.jpg; 8073_7.jpg; 7498_1.jpg; 7498_3.jpg; 8073_17.jpg; 7298_6.jpg; 853_26.jpg; 5163_14.jpg; 5599_27.jpg; 8021_11.jpg; 2894_9.jpg; 7561_16.jpg; 5196_19.jpg; 7215_26.jpg
7720,[중고] VAT 65146-JHCH-0001 PENDULUM VALVE,[Used] VAT 65146-JHCH-0001 PENDULUM VALVE,65146-JHCH-0001,3300000,3014.55,VAT,vacuum valve,,7720_1.jpg; 7720_1.jpg; 7720_3.jpg; 7720_1.jpg; 7720_1.jpg; 7720_6.jpg; 7717_21.jpg; 7717_19.jpg; 7717_13.jpg; 7717_13.jpg; 7717_9.jpg; 7717_8.jpg; 7717_14.jpg; 7717_15.jpg; 7717_17.jpg; 7717_24.jpg; 7717_18.jpg; 7717_20.jpg; 7717_11.jpg; 7717_10.jpg; 7720_1.jpg; 7720_3.jpg; 7717_10.jpg; 8073_17.jpg; 7298_6.jpg; 853_26.jpg; 5163_14.jpg; 5599_27.jpg; 8021_11.jpg; 2894_9.jpg; 7561_16.jpg; 5196_19.jpg
7797,[중고] GM6-B06M,[Used] GM6-B06M,GM6-B06M,33000,30.15,,PLC,,7797_1.jpg; 7797_1.jpg; 7797_3.jpg; 7797_1.jpg; 7797_1.jpg; 7797_6.jpg; 7797_7.jpg; 7797_8.jpg; 7797_9.jpg; 7797_10.jpg; 7797_11.jpg; 7797_12.jpg; 7797_13.jpg; 7797_14.jpg; 7797_15.jpg; 7797_16.jpg; 7797_17.jpg; 7797_18.jpg; 7797_19.jpg; 7797_20.jpg; 7797_1.jpg; 7797_3.jpg; 7797_23.jpg; 7717_10.jpg; 8073_17.jpg; 7298_6.jpg; 853_26.jpg; 5163_14.jpg; 5599_27.jpg; 8021_11.jpg; 2894_9.jpg; 7561_16.jpg
8030,[중고] RORZE RR717L1521-376-V11-1 CURR-6022-0 웨이퍼 핸들링 로봇 ATM ROBOT,[Used] RORZE RR717L1521-376-V11-1 CURR-6022-0 wafer handling robot ATM ROBOT,RR717L1521-376-V11-1,12100000,11053.35,RORZE,"Wafer transfer robot, aligner",,8030_1.jpg; 8030_1.jpg; 8030_3.jpg; 8030_1.jpg; 8030_5.jpg; 8030_6.jpg; 8030_7.jpg; 8030_8.jpg; 8030_9.jpg; 6631_10.jpg; 8029_19.jpg; 7440_25.jpg; 8030_13.jpg; 5729_13.jpg; 6631_21.jpg; 5729_9.jpg; 8030_17.jpg; 8030_18.jpg; 7440_19.jpg; 8029_28.jpg; 8030_21.jpg; 8029_25.jpg; 8054_11.jpg; 8030_1.jpg; 8030_3.jpg; 8054_15.jpg; 7717_10.jpg; 8073_17.jpg; 7298_6.jpg; 853_26.jpg; 5163_14.jpg; 5599_27.jpg; 8021_11.jpg; 2894_9.jpg; 7561_16.jpg
5975,[중고] S8KA25B SPG기어드모터 감속기 기어헤드 인덕션모터 AC모터 AC기어드모터,[Used] S8KA25B SPG geared motor reducer gear head induction motor AC motor AC geared motor,S8KA25B,22000,20.1,,AC motor/geared motor/DC motor,,5975_1.jpg; 5975_1.jpg; 5975_3.jpg; 5975_1.jpg; 5975_1.jpg; 5975_6.jpg; 5401_8.jpg; 4735_22.jpg; 5972_12.jpg; 5383_8.jpg; 4735_18.jpg; 5972_18.jpg; 4735_16.jpg; 5972_14.jpg; 5383_10.jpg; 5401_7.jpg; 5975_17.jpg; 5383_6.jpg; 5972_17.jpg; 5975_20.jpg; 5975_1.jpg; 5975_3.jpg; 5401_10.jpg; 7797_23.jpg; 7717_10.jpg; 8073_17.jpg; 7298_6.jpg; 853_26.jpg; 5163_14.jpg; 5599_27.jpg; 8021_11.jpg; 2894_9.jpg
6942,[중고] NP NPR-804LJ REACTOR 400kHz,[Used] NP NPR-804LJ REACTOR 400kHz,NPR-804LJ,880000,803.88,,RF/DC/MATCH,,6942_1.jpg; 6942_1.jpg; 6942_3.jpg; 6942_1.jpg; 6942_1.jpg; 6942_6.jpg; 6942_7.jpg; 6942_8.jpg; 7741_11.jpg; 6593_18.jpg; 7741_18.jpg; 6942_12.jpg; 7741_19.jpg; 6593_10.jpg; 6942_15.jpg; 6593_13.jpg; 6942_17.jpg; 6593_19.jpg; 6942_19.jpg; 7741_14.jpg; 7741_12.jpg; 6942_1.jpg; 6942_3.jpg; 6942_24.jpg; 5401_10.jpg; 7797_23.jpg; 7717_10.jpg; 8073_17.jpg; 7298_6.jpg; 853_26.jpg; 5163_14.jpg; 5599_27.jpg; 8021_11.jpg
7964,[중고] PARKER VERIFLO HFR902W2PFS8FMVPA 레귤레이터,[Used] PARKER VERIFLO HFR902W2PFS8FMVPA Regulator,HFR902W2PFS8FMVPA,110000,100.48,PARKER,Gas valve/regulator/pressure gauge,,7964_1.jpg; 7964_1.jpg; 7964_3.jpg; 7964_1.jpg; 7964_1.jpg; 7964_6.jpg; 7964_7.jpg; 7679_15.jpg; 7679_18.jpg; 7839_14.jpg; 7953_10.jpg; 7679_12.jpg; 7679_17.jpg; 7839_18.jpg; 7953_14.jpg; 7679_11.jpg; 7839_11.jpg; 7679_16.jpg; 7679_10.jpg; 7679_9.jpg; 7679_14.jpg; 7964_1.jpg; 7964_3.jpg; 7839_13.jpg; 5401_10.jpg; 7797_23.jpg; 7717_10.jpg; 8073_17.jpg; 7298_6.jpg; 853_26.jpg; 5163_14.jpg; 5599_27.jpg; 8021_11.jpg
7868,[중고] PX535M-A,[Used] PX535M-A,PX535M-A,25000,22.84,,Stepping motor/driver/BLDC,,7868_1.jpg; 7868_1.jpg; 7868_3.jpg; 7868_1.jpg; 7868_1.jpg; 7868_6.jpg; 7868_7.jpg; 7868_8.jpg; 7868_9.jpg; 7868_10.jpg; 7868_11.jpg; 7868_12.jpg; 7868_13.jpg; 7868_14.jpg; 7899_8.jpg; 7868_16.jpg; 7868_17.jpg; 7868_18.jpg; 7868_19.jpg; 7868_20.jpg; 7868_21.jpg; 7868_22.jpg; 7899_11.jpg; 7868_24.jpg; 7868_25.jpg; 7868_26.jpg; 7868_27.jpg; 7899_15.jpg; 7868_1.jpg; 7868_3.jpg; 7868_31.jpg; 5401_10.jpg; 7797_23.jpg; 7717_10.jpg; 8073_17.jpg; 7298_6.jpg; 853_26.jpg; 5163_14.jpg; 5599_27.jpg; 8021_11.jpg
7618,[중고] HORIBA STEC Z700 SEC-Z714AG H2,[Used] HORIBA STEC Z700 SEC-Z714AG H2,Z700,110000,100.48,,MFC/MFM,,7618_1.jpg; 7618_1.jpg; 7618_3.jpg; 7618_1.jpg; 7618_1.jpg; 7618_6.jpg; 7950_7.jpg; 7618_8.jpg; 7950_10.jpg; 7950_7.jpg; 7618_11.jpg; 7950_13.jpg; 7950_8.jpg; 7618_14.jpg; 7950_6.jpg; 7950_5.jpg; 7618_17.jpg; 7950_6.jpg; 7618_19.jpg; 7950_17.jpg; 7618_1.jpg; 7618_3.jpg; 7618_23.jpg; 7868_31.jpg; 5401_10.jpg; 7797_23.jpg; 7717_10.jpg; 8073_17.jpg; 7298_6.jpg; 853_26.jpg; 5163_14.jpg; 5599_27.jpg
7733,[중고] SGMAV-02ADA2C 야스카와 서보 서보모터 AC서보모터 YASKAWA 시그마 자동화부품 조각기 3D프린터 부품 산업용 자동화설비,[Used] SGMAV-02ADA2C YASKAWA Servo Servo Motor AC Servo Motor YASKAWA Sigma Automation Parts Engraver 3D Printer Parts Industrial Automation Equipment,SGMAV-02ADA2C,110000,100.48,YASKAWA,Servo motor/servo driver,,7733_1.jpg; 7733_1.jpg; 7733_3.jpg; 7733_1.jpg; 7733_1.jpg; 7733_6.jpg; 7733_7.jpg; 7733_8.jpg; 7733_9.jpg; 7733_10.jpg; 7968_22.jpg; 7968_20.jpg; 7733_13.jpg; 7733_14.jpg; 7733_15.jpg; 7968_21.jpg; 7733_17.jpg; 7733_18.jpg; 7733_19.jpg; 7733_20.jpg; 7733_1.jpg; 7733_3.jpg; 7733_23.jpg; 7618_23.jpg; 7868_31.jpg; 5401_10.jpg; 7797_23.jpg; 7717_10.jpg; 8073_17.jpg; 7298_6.jpg; 853_26.jpg; 5163_14.jpg
7851,[중고] SMC 솔레노이드밸브 SQ1A31NY-5-C4 / SQ1131NY-5-C4 / SQ1231NY-5-C4 솔밸브,[Used] SMC solenoid valve SQ1A31NY-5-C4 / SQ1131NY-5-C4 / SQ1231NY-5-C4 solenoid valve,SQ1A31NY-5-C4,44000,40.19,,Pneumatic parts (PNEUMATIC),,7851_1.jpg; 7851_1.jpg; 7851_3.jpg; 7851_1.jpg; 7851_1.jpg; 7851_6.jpg; 7847_16.jpg; 7851_8.jpg; 7853_34.jpg; 7853_33.jpg; 7851_11.jpg; 7855_37.jpg; 7828_7.jpg; 7851_14.jpg; 7851_15.jpg; 7828_13.jpg; 7850_10.jpg; 7855_40.jpg; 7847_15.jpg; 7854_15.jpg; 7851_1.jpg; 7851_3.jpg; 7851_23.jpg; 7733_23.jpg; 7618_23.jpg; 7868_31.jpg; 5401_10.jpg; 7797_23.jpg; 7717_10.jpg; 8073_17.jpg; 7298_6.jpg; 853_26.jpg
6961,[중고] V806iMD AnyTouch RS Automation,[Used] V806iMD AnyTouch RS Automation,V806iMD,110000,100.48,,touch screen,,6961_1.jpg; 6961_1.jpg; 6961_3.jpg; 6961_1.jpg; 6961_1.jpg; 6961_6.jpg; 6961_7.jpg; 5536_19.jpg; 7672_8.jpg; 7672_7.jpg; 6961_1.jpg; 6961_3.jpg; 7672_9.jpg; 7733_23.jpg; 7618_23.jpg; 7868_31.jpg; 5401_10.jpg; 7797_23.jpg; 7717_10.jpg; 8073_17.jpg; 7298_6.jpg; 853_26.jpg
5820,[중고] Brooks Reliance™ 컨트롤러 제외상품 / 반도체 웨이퍼 핸들링 로봇,[Used] Products excluding Brooks Reliance™ controller / Semiconductor wafer handling robot,,2860000,2612.61,BROOKS,semiconductor equipment,,5820_1.jpg; 5820_1.jpg; 5820_3.jpg; 5820_1.jpg; 5820_5.jpg; 8050_13.jpg; 7440_20.jpg; 8054_11.jpg; 8029_14.jpg; 5820_10.jpg; 5820_11.jpg; 5729_13.jpg; 7440_13.jpg; 6631_23.jpg; 8029_19.jpg; 7934_22.jpg; 8050_9.jpg; 8029_24.jpg; 8050_19.jpg; 5820_1.jpg; 5820_3.jpg; 7440_25.jpg; 7672_9.jpg; 7733_23.jpg; 7618_23.jpg; 7868_31.jpg; 5401_10.jpg; 7797_23.jpg; 7717_10.jpg; 8073_17.jpg; 7298_6.jpg
7815,[중고] XTOP07TW-LD M2I 엠투아이 터치스크린,[Used] XTOP07TW-LD M2I M2I Touch Screen,XTOP07TW-LD,132000,120.58,,touch screen,,7815_1.jpg; 7815_1.jpg; 7815_3.jpg; 7815_1.jpg; 7815_1.jpg; 7815_6.jpg; 7815_7.jpg; 7815_8.jpg; 7815_9.jpg; 7815_10.jpg; 7815_11.jpg; 7815_12.jpg; 7815_13.jpg; 7815_1.jpg; 7815_3.jpg; 7815_16.jpg; 7672_9.jpg; 7733_23.jpg; 7618_23.jpg; 7868_31.jpg; 5401_10.jpg; 7797_23.jpg; 7717_10.jpg; 8073_17.jpg; 7298_6.jpg
5551,[미사용 새제품] ATG PGX60-H-10 (10:1) ATG 서보모터 감속기,[New unused product] ATG PGX60-H-10 (10:1) ATG servo motor reducer,PGX60-H-10,550000,502.42,,Reducer/Index/Coupling,,5551_1.jpg; 5551_1.jpg; 5551_3.jpg; 5551_1.jpg; 6990_5.jpg; 5551_1.jpg; 5551_7.jpg; 7649_18.jpg; 7649_17.jpg; 7649_16.jpg; 7649_15.jpg; 7649_22.jpg; 7649_19.jpg; 7649_11.jpg; 7649_14.jpg; 7649_10.jpg; 7649_9.jpg; 7649_12.jpg; 7649_13.jpg; 5551_1.jpg; 5551_3.jpg; 7649_8.jpg; 7815_16.jpg; 7672_9.jpg; 7733_23.jpg; 7618_23.jpg; 7868_31.jpg; 5401_10.jpg; 7797_23.jpg; 7717_10.jpg; 8073_17.jpg
7162,[중고] H8CA-SDL,[Used] H8CA-SDL,H8CA-SDL,11000,10.05,,Electrical parts and other,,7162_1.jpg; 7162_1.jpg; 7162_3.jpg; 7162_1.jpg; 7162_1.jpg; 7162_6.jpg; 7162_7.jpg; 7162_8.jpg; 7162_9.jpg; 7162_10.jpg; 7162_11.jpg; 7162_12.jpg; 7162_13.jpg; 7162_14.jpg; 7162_15.jpg; 7162_1.jpg; 7162_3.jpg; 7162_18.jpg; 7649_8.jpg; 7815_16.jpg; 7672_9.jpg; 7733_23.jpg; 7618_23.jpg; 7868_31.jpg; 5401_10.jpg; 7797_23.jpg; 7717_10.jpg
5769,[중고] 벨트타입 엑츄에이터 스트로크 400mm + Allen-Bradley 100W 서보셋트,[Used] Belt type actuator stroke 400mm + Allen-Bradley 100W servo set,400mm,330000,301.45,,Cartesian robot/actuator,,5769_1.jpg; 5769_1.jpg; 5769_3.jpg; 5769_1.jpg; 5769_1.jpg; 5769_6.jpg; 5769_7.jpg; 5769_8.jpg; 5769_9.jpg; 5769_10.jpg; 7650_22.jpg; 6931_6.jpg; 7215_15.jpg; 7215_22.jpg; 7650_14.jpg; 7650_23.jpg; 5769_17.jpg; 5274_17.jpg; 5274_9.jpg; 7215_18.jpg; 5274_20.jpg; 5769_22.jpg; 7215_25.jpg; 6931_15.jpg; 5769_1.jpg; 5769_3.jpg; 5274_13.jpg; 7162_18.jpg; 7649_8.jpg; 7815_16.jpg; 7672_9.jpg; 7733_23.jpg; 7618_23.jpg; 7868_31.jpg; 5401_10.jpg; 7797_23.jpg
7816,[중고] XTOP10TV-ED XTOP10TV-ED-E M2I,[Used] XTOP10TV-ED XTOP10TV-ED-E M2I,XTOP10TV-ED,187000,170.82,,touch screen,,7816_1.jpg; 7816_1.jpg; 7816_3.jpg; 7816_1.jpg; 7816_1.jpg; 7816_6.jpg; 7816_7.jpg; 7816_8.jpg; 7815_10.jpg; 7815_12.jpg; 7815_16.jpg; 7815_11.jpg; 7815_9.jpg; 7816_1.jpg; 7816_3.jpg; 7815_13.jpg; 7162_18.jpg; 7649_8.jpg; 7815_16.jpg; 7672_9.jpg; 7733_23.jpg; 7618_23.jpg; 7868_31.jpg; 5401_10.jpg; 7797_23.jpg
7621,[중고] PF2W520-N03-2 FOLW SWITCH  공압실린더 SMC,[Used] PF2W520-N03-2 FOLW SWITCH Pneumatic Cylinder SMC,PF2W520-N03-2,33000,30.15,,Pneumatic parts (PNEUMATIC),,7621_1.jpg; 7621_1.jpg; 7621_3.jpg; 7621_1.jpg; 7621_1.jpg; 7621_6.jpg; 8067_18.jpg; 7621_8.jpg; 8067_20.jpg; 8067_14.jpg; 8067_8.jpg; 7621_12.jpg; 7621_13.jpg; 7621_14.jpg; 7621_15.jpg; 8067_12.jpg; 7621_17.jpg; 8067_12.jpg; 8067_11.jpg; 8067_10.jpg; 7621_1.jpg; 7621_3.jpg; 8067_15.jpg; 7815_13.jpg; 7162_18.jpg; 7649_8.jpg; 7815_16.jpg; 7672_9.jpg; 7733_23.jpg; 7618_23.jpg; 7868_31.jpg; 5401_10.jpg
7844,[중고] AC4-OHZFT-00 (24V 6.5A +15-15 2.5A 15V 10A 12V 4.2A 5V 10A) ACE450F COSEL,[Used] AC4-OHZFT-00 (24V 6.5A +15-15 2.5A 15V 10A 12V 4.2A 5V 10A) ACE450F COSEL,AC4-OHZFT-00,110000,100.48,,Power supply SMPS,,7844_1.jpg; 7844_1.jpg; 7844_3.jpg; 7844_1.jpg; 7844_1.jpg; 7844_6.jpg; 7844_7.jpg; 7844_8.jpg; 7844_9.jpg; 7844_1.jpg; 7844_3.jpg; 7844_12.jpg; 8067_15.jpg; 7815_13.jpg; 7162_18.jpg; 7649_8.jpg; 7815_16.jpg; 7672_9.jpg; 7733_23.jpg; 7618_23.jpg; 7868_31.jpg
7823,[중고] SKPFU-420-S2 SKPFU-420T-S2  GEM TECH / TEM TECH,[Used] SKPFU-420-S2 SKPFU-420T-S2 GEM TECH / TEM TECH,SKPFU-420-S2,22000,20.1,,Gas valve/regulator/pressure gauge,,7823_1.jpg; 7823_1.jpg; 7823_3.jpg; 7823_1.jpg; 7823_1.jpg; 7823_6.jpg; 7997_8.jpg; 7607_8.jpg; 7607_18.jpg; 7823_10.jpg; 7997_16.jpg; 7823_12.jpg; 7607_15.jpg; 7607_13.jpg; 7823_15.jpg; 7607_9.jpg; 7997_15.jpg; 7997_13.jpg; 7997_14.jpg; 7823_20.jpg; 7823_1.jpg; 7823_3.jpg; 7607_14.jpg; 7844_12.jpg; 8067_15.jpg; 7815_13.jpg; 7162_18.jpg; 7649_8.jpg; 7815_16.jpg; 7672_9.jpg; 7733_23.jpg; 7618_23.jpg
7653,"[중고] 1축 엑츄에이터 스트로크 2,300mm 자작/DIY CNC부품, 3D프린터 제작","[Used] 1-axis actuator stroke 2,300mm Do-it-yourself/DIY CNC parts, 3D printer production","2,300mm",1100000,1004.85,,Cartesian robot/actuator,,7653_1.jpg; 7653_1.jpg; 7653_3.jpg; 7653_1.jpg; 7653_1.jpg; 7653_6.jpg; 7653_7.jpg; 7653_8.jpg; 7215_21.jpg; 5274_17.jpg; 7215_20.jpg; 7650_23.jpg; 7215_25.jpg; 6931_14.jpg; 7650_22.jpg; 5274_24.jpg; 7653_17.jpg; 7650_17.jpg; 7215_22.jpg; 7215_18.jpg; 7215_17.jpg; 5274_8.jpg; 7653_1.jpg; 7653_3.jpg; 5274_16.jpg; 7607_14.jpg; 7844_12.jpg; 8067_15.jpg; 7815_13.jpg; 7162_18.jpg; 7649_8.jpg; 7815_16.jpg; 7672_9.jpg; 7733_23.jpg
